Weight,Diameter,Color,Supplier,Country,Season
151,6.35,Dark Red,Tomatooryx,India,Fall
138,6.58,Orange,Tomatoaster,USA,Spring
69,5.50,Dark Red,Obeliskmato,Brazil,Winter
71,5.96,Dark Red,Tomatoaster,USA,Fall
187,7.26,Dark Red,Tomatosio,Brazil,Winter
178,8.77,Dark Red,Tomatooryx,China,Summer
173,4.87,Red,Tomatoaster,Turkey,Fall
154,4.49,Dark Red,Obeliskmato,Turkey,Summer
116,3.75,Red,Tomatoaster,Turkey,Summer
154,9.21,Orange,Tomatoaster,USA,Winter
132,6.61,Orange,Tomatoaster,Spain,Winter
93,3.67,Red,Tomatoaster,Spain,Spring
82,5.49,Dark Red,Tomatosio,India,Summer
114,6.86,Dark Red,Tomatooryx,Spain,Fall
56,7.90,Dark Red,Tomatosio,India,Summer
91,4.94,Red,Obeliskmato,India,Spring
187,8.18,Dark Red,Tomatoaster,USA,Fall
129,6.18,Red,Tomatosio,Turkey,Winter
107,5.62,Dark Red,Tomatoaster,Spain,Winter
147,6.94,Orange,Obeliskmato,Spain,Summer
155,4.41,Red,Tomatooryx,China,Winter
95,5.12,Dark Red,Obeliskmato,China,Fall
202,5.49,Dark Red,Tomatosio,USA,Winter
103,5.50,Dark Red,Tomatoaster,USA,Spring
228,8.24,Orange,Tomatosio,Spain,Winter
129,4.10,Dark Red,Tomatooryx,USA,Summer
96,5.38,Dark Red,Obeliskmato,India,Summer
71,3.57,Dark Red,Tomatooryx,China,Spring
137,6.12,Orange,Tomatosio,Brazil,Fall
123,7.67,Red,Tomatooryx,Turkey,Winter
128,8.88,Orange,Tomatosio,Brazil,Winter
131,8.11,Orange,Tomatoaster,Turkey,Winter
62,4.94,Orange,Obeliskmato,China,Spring
87,3.36,Dark Red,Tomatooryx,Turkey,Summer
88,4.23,Dark Red,Tomatooryx,India,Summer
137,3.36,Dark Red,Obeliskmato,China,Summer
206,4.91,Dark Red,Tomatooryx,China,Fall
101,3.58,Red,Obeliskmato,India,Summer
102,4.27,Red,Tomatooryx,Brazil,Spring
178,9.92,Red,Tomatoaster,Spain,Winter
106,5.46,Orange,Tomatoaster,Spain,Winter
60,7.47,Dark Red,Tomatooryx,India,Fall
147,3.38,Dark Red,Tomatosio,China,Winter
228,9.19,Orange,Tomatooryx,Spain,Winter
103,4.69,Red,Tomatosio,USA,Summer
142,5.18,Red,Tomatooryx,Turkey,Winter
121,4.06,Dark Red,Tomatooryx,USA,Spring
226,7.83,Orange,Tomatoaster,India,Winter
143,5.64,Dark Red,Obeliskmato,India,Summer
68,4.12,Dark Red,Tomatooryx,China,Summer
120,5.31,Dark Red,Obeliskmato,China,Fall
163,6.74,Orange,Tomatoaster,Spain,Winter
141,4.71,Orange,Tomatooryx,Turkey,Summer
200,9.25,Orange,Tomatosio,Spain,Winter
127,3.82,Red,Obeliskmato,Turkey,Spring
214,5.91,Dark Red,Tomatoaster,USA,Summer
75,6.38,Dark Red,Tomatoaster,Spain,Winter
179,6.31,Orange,Tomatoaster,India,Winter
210,6.91,Dark Red,Tomatosio,USA,Fall
50,8.46,Red,Obeliskmato,China,Summer
167,7.93,Dark Red,Tomatoaster,USA,Winter
141,6.79,Dark Red,Tomatooryx,India,Winter
114,4.52,Red,Tomatooryx,India,Spring
106,6.08,Orange,Tomatoaster,Turkey,Fall
148,5.91,Red,Obeliskmato,India,Fall
134,5.89,Dark Red,Tomatooryx,India,Summer
89,5.87,Orange,Tomatooryx,India,Winter
50,4.90,Dark Red,Obeliskmato,China,Fall
130,4.42,Dark Red,Tomatosio,USA,Summer
181,4.49,Dark Red,Tomatosio,India,Summer
181,3.90,Red,Obeliskmato,India,Summer
110,7.70,Dark Red,Tomatoaster,China,Fall
156,5.99,Dark Red,Tomatosio,Brazil,Winter
58,4.94,Red,Obeliskmato,China,Spring
55,5.15,Red,Tomatooryx,China,Summer
198,5.40,Red,Obeliskmato,India,Fall
150,7.32,Dark Red,Tomatooryx,China,Summer
144,5.56,Orange,Tomatoaster,Spain,Winter
109,8.05,Orange,Tomatosio,Spain,Winter
112,3.23,Dark Red,Obeliskmato,Brazil,Spring
128,3.15,Dark Red,Tomatooryx,Brazil,Summer
80,3.46,Dark Red,Obeliskmato,India,Summer
105,9.14,Dark Red,Tomatooryx,USA,Fall
206,9.82,Dark Red,Tomatosio,India,Fall
129,5.57,Dark Red,Obeliskmato,Turkey,Summer
220,3.23,Red,Tomatooryx,China,Spring
69,4.87,Red,Obeliskmato,USA,Summer
96,7.95,Dark Red,Obeliskmato,China,Summer
215,6.97,Dark Red,Tomatoaster,USA,Winter
206,6.15,Dark Red,Tomatosio,Brazil,Spring
185,5.80,Dark Red,Tomatoaster,Spain,Winter
129,7.95,Dark Red,Obeliskmato,China,Winter
125,3.29,Dark Red,Tomatooryx,Turkey,Spring
204,7.44,Orange,Tomatosio,Spain,Fall
61,7.02,Dark Red,Tomatoaster,India,Winter
109,8.74,Orange,Obeliskmato,China,Summer
95,8.60,Dark Red,Tomatoaster,Spain,Fall
190,8.39,Dark Red,Tomatosio,Brazil,Spring
177,3.81,Dark Red,Obeliskmato,USA,Winter
78,4.87,Red,Tomatooryx,Turkey,Summer
203,4.45,Red,Obeliskmato,Spain,Winter
149,6.26,Orange,Obeliskmato,China,Summer
147,3.15,Red,Tomatosio,Turkey,Spring
202,3.03,Red,Obeliskmato,Spain,Winter
112,7.07,Red,Tomatosio,Spain,Winter
95,4.80,Red,Tomatoaster,India,Summer
173,7.33,Dark Red,Tomatosio,Spain,Fall
141,5.24,Dark Red,Tomatooryx,Turkey,Winter
124,7.03,Orange,Obeliskmato,China,Summer
187,8.16,Orange,Tomatosio,Spain,Winter
205,8.78,Orange,Tomatosio,Brazil,Winter
109,3.85,Dark Red,Obeliskmato,China,Spring
99,5.49,Red,Tomatoaster,India,Spring
193,5.75,Red,Tomatosio,USA,Summer
53,9.71,Orange,Tomatooryx,Spain,Summer
142,3.76,Orange,Tomatoaster,Turkey,Spring
105,3.06,Dark Red,Obeliskmato,India,Spring
165,5.36,Orange,Tomatosio,USA,Summer
191,4.58,Dark Red,Obeliskmato,Spain,Winter
103,4.29,Dark Red,Tomatooryx,China,Spring
113,5.40,Red,Tomatosio,India,Spring
185,4.50,Red,Obeliskmato,Turkey,Spring
185,7.00,Dark Red,Tomatosio,Brazil,Winter
96,5.05,Dark Red,Tomatooryx,Turkey,Fall
128,5.67,Dark Red,Tomatosio,China,Summer
176,7.49,Dark Red,Tomatosio,Spain,Winter
187,4.22,Red,Tomatooryx,India,Spring
75,5.50,Dark Red,Tomatosio,USA,Winter
203,3.04,Dark Red,Tomatoaster,Spain,Winter
79,4.98,Dark Red,Tomatooryx,India,Summer
164,4.05,Dark Red,Tomatoaster,Turkey,Spring
96,4.47,Dark Red,Tomatooryx,Turkey,Spring
192,9.51,Orange,Tomatoaster,Brazil,Spring
121,5.61,Dark Red,Obeliskmato,China,Summer
54,4.68,Red,Tomatoaster,Spain,Fall
58,3.36,Red,Obeliskmato,Turkey,Summer
228,5.97,Orange,Tomatosio,Spain,Fall
148,4.84,Orange,Obeliskmato,India,Spring
186,9.78,Orange,Tomatosio,Turkey,Fall
64,4.99,Dark Red,Tomatoaster,Brazil,Fall
135,4.75,Orange,Tomatosio,Brazil,Winter
53,4.99,Red,Tomatooryx,Turkey,Summer
113,8.85,Red,Obeliskmato,India,Spring
225,9.63,Dark Red,Tomatosio,Brazil,Fall
132,4.89,Red,Tomatooryx,China,Winter
130,9.49,Dark Red,Obeliskmato,Spain,Winter
126,5.08,Dark Red,Obeliskmato,Brazil,Summer
126,7.51,Dark Red,Tomatosio,Brazil,Winter
110,6.90,Dark Red,Tomatooryx,China,Fall
149,9.72,Dark Red,Tomatooryx,Brazil,Winter
182,8.96,Dark Red,Tomatosio,Brazil,Fall
110,6.04,Orange,Tomatoaster,USA,Winter
136,3.57,Dark Red,Obeliskmato,India,Winter
131,5.99,Dark Red,Tomatosio,USA,Fall
173,6.22,Dark Red,Tomatooryx,Brazil,Winter
120,5.39,Orange,Tomatoaster,Brazil,Fall
137,7.14,Dark Red,Tomatoaster,Turkey,Winter
187,6.36,Orange,Tomatosio,Brazil,Spring
59,5.44,Dark Red,Tomatosio,Turkey,Winter
189,6.49,Red,Tomatooryx,China,Summer
134,4.46,Red,Obeliskmato,Turkey,Summer
204,9.43,Dark Red,Obeliskmato,Brazil,Winter
202,5.35,Dark Red,Tomatoaster,India,Fall
69,5.11,Red,Tomatooryx,India,Spring
81,3.43,Red,Tomatoaster,Turkey,Summer
118,7.38,Orange,Tomatooryx,USA,Fall
128,9.51,Red,Tomatoaster,USA,Fall
103,6.03,Dark Red,Obeliskmato,India,Summer
196,3.32,Orange,Tomatosio,China,Summer
110,6.52,Red,Tomatooryx,USA,Summer
143,4.47,Orange,Tomatoaster,USA,Fall
190,9.79,Red,Tomatosio,USA,Spring
88,5.75,Dark Red,Tomatooryx,Brazil,Summer
133,6.18,Red,Obeliskmato,Brazil,Spring
87,7.03,Red,Tomatooryx,India,Summer
92,4.03,Red,Tomatooryx,India,Spring
136,5.84,Dark Red,Obeliskmato,Brazil,Spring
142,5.10,Red,Tomatooryx,USA,Winter
135,5.30,Dark Red,Obeliskmato,India,Fall
227,4.55,Orange,Tomatooryx,USA,Fall
86,8.00,Dark Red,Obeliskmato,Turkey,Summer
208,9.61,Dark Red,Tomatoaster,Brazil,Winter
141,5.88,Dark Red,Tomatooryx,India,Spring
126,8.71,Orange,Obeliskmato,USA,Spring
142,6.32,Dark Red,Obeliskmato,India,Spring
163,8.29,Orange,Tomatooryx,Brazil,Winter
173,6.78,Orange,Tomatooryx,Spain,Fall
165,3.10,Red,Obeliskmato,China,Spring
147,7.51,Dark Red,Tomatoaster,Brazil,Fall
94,4.65,Dark Red,Tomatooryx,Turkey,Fall
156,4.61,Dark Red,Tomatoaster,Spain,Fall
104,3.26,Red,Tomatoaster,Brazil,Fall
150,3.91,Red,Tomatooryx,Brazil,Fall
198,5.83,Dark Red,Tomatosio,Brazil,Winter
224,8.54,Dark Red,Tomatoaster,Spain,Fall
208,8.10,Orange,Tomatosio,USA,Winter
131,9.94,Dark Red,Tomatosio,China,Summer
215,9.63,Dark Red,Tomatosio,USA,Fall
109,7.54,Orange,Tomatoaster,India,Fall
88,3.96,Orange,Tomatoaster,USA,Winter
211,5.54,Red,Tomatoaster,India,Summer
61,5.59,Dark Red,Tomatosio,China,Winter
101,5.60,Dark Red,Tomatosio,Spain,Summer
103,6.31,Dark Red,Tomatoaster,Spain,Spring
168,5.15,Dark Red,Tomatosio,USA,Winter
177,4.73,Dark Red,Tomatooryx,Spain,Fall
112,8.13,Orange,Tomatosio,USA,Fall
187,3.58,Orange,Tomatoaster,USA,Winter
146,5.46,Red,Tomatoaster,USA,Spring
92,3.36,Dark Red,Obeliskmato,China,Summer
81,4.23,Red,Obeliskmato,India,Summer
122,7.31,Dark Red,Tomatoaster,Spain,Winter
183,4.59,Orange,Tomatoaster,Brazil,Summer
94,4.82,Red,Obeliskmato,China,Winter
157,8.91,Orange,Tomatosio,Spain,Summer
83,4.82,Red,Tomatooryx,China,Summer
141,3.23,Dark Red,Tomatooryx,Turkey,Winter
134,4.44,Dark Red,Tomatooryx,India,Summer
105,3.69,Dark Red,Tomatoaster,Turkey,Spring
93,4.50,Red,Obeliskmato,Turkey,Spring
226,5.90,Dark Red,Tomatoaster,Spain,Winter
104,4.19,Dark Red,Tomatoaster,India,Spring
228,3.58,Red,Tomatooryx,China,Spring
217,9.01,Orange,Obeliskmato,China,Fall
188,8.55,Orange,Tomatosio,Brazil,Winter
161,5.02,Red,Tomatooryx,China,Summer
76,3.40,Red,Tomatoaster,India,Summer
172,7.58,Red,Tomatosio,China,Winter
138,5.44,Orange,Tomatooryx,Brazil,Spring
142,5.96,Red,Tomatoaster,USA,Fall
84,4.72,Red,Tomatooryx,Turkey,Spring
109,5.84,Dark Red,Tomatoaster,China,Summer
133,6.77,Orange,Tomatoaster,Turkey,Summer
78,4.10,Red,Tomatooryx,India,Summer
218,5.78,Orange,Tomatoaster,Turkey,Winter
100,7.11,Orange,Obeliskmato,Spain,Winter
81,5.48,Dark Red,Tomatoaster,India,Spring
102,5.30,Orange,Tomatoaster,Spain,Winter
166,5.12,Dark Red,Tomatosio,China,Summer
125,6.33,Dark Red,Tomatosio,Spain,Summer
123,5.87,Orange,Obeliskmato,Turkey,Fall
153,4.41,Red,Obeliskmato,China,Spring
216,9.66,Red,Tomatosio,Brazil,Winter
143,6.51,Red,Tomatoaster,Turkey,Spring
61,5.73,Red,Tomatooryx,Turkey,Summer
172,6.90,Orange,Tomatosio,Brazil,Fall
110,3.20,Dark Red,Tomatooryx,China,Spring
210,5.81,Orange,Tomatosio,Brazil,Spring
145,9.83,Dark Red,Obeliskmato,India,Fall
61,3.29,Dark Red,Tomatoaster,China,Spring
128,9.45,Orange,Tomatosio,USA,Fall
227,5.40,Orange,Tomatooryx,Spain,Winter
151,5.25,Dark Red,Tomatosio,USA,Spring
134,3.14,Dark Red,Tomatosio,India,Summer
228,9.86,Red,Tomatosio,Turkey,Winter
173,6.88,Orange,Tomatosio,Brazil,Winter
138,9.01,Red,Tomatooryx,India,Fall
143,5.04,Orange,Tomatoaster,Spain,Summer
161,4.29,Dark Red,Tomatooryx,China,Winter
89,5.15,Orange,Tomatosio,USA,Summer
82,3.71,Red,Obeliskmato,China,Fall
136,9.47,Dark Red,Tomatosio,Brazil,Fall
96,5.73,Dark Red,Obeliskmato,Turkey,Spring
71,5.82,Red,Obeliskmato,Turkey,Winter
211,9.78,Orange,Tomatoaster,Brazil,Summer
215,5.03,Orange,Tomatoaster,USA,Winter
84,5.15,Dark Red,Tomatooryx,Turkey,Winter
73,3.26,Dark Red,Tomatooryx,India,Summer
80,4.82,Dark Red,Tomatooryx,Turkey,Fall
110,4.03,Red,Tomatoaster,Spain,Fall
160,8.05,Orange,Tomatooryx,Spain,Fall
127,7.35,Red,Tomatooryx,China,Summer
168,5.18,Dark Red,Tomatoaster,USA,Fall
124,4.20,Red,Obeliskmato,Turkey,Spring
102,5.15,Dark Red,Tomatosio,India,Summer
131,5.64,Orange,Tomatosio,Spain,Winter
200,6.85,Orange,Tomatooryx,USA,Summer
125,8.93,Dark Red,Tomatosio,Brazil,Fall
172,6.97,Orange,Tomatosio,Brazil,Fall
130,5.39,Dark Red,Tomatoaster,USA,Fall
103,5.32,Red,Tomatosio,Brazil,Summer
158,8.98,Dark Red,Obeliskmato,Brazil,Winter
87,4.15,Dark Red,Obeliskmato,China,Summer
212,5.58,Dark Red,Tomatooryx,Brazil,Spring
148,4.23,Red,Obeliskmato,China,Spring
137,3.42,Red,Obeliskmato,India,Spring
218,4.67,Red,Obeliskmato,Brazil,Spring
137,3.14,Dark Red,Tomatooryx,Turkey,Fall
224,8.21,Orange,Obeliskmato,USA,Fall
154,6.92,Orange,Obeliskmato,Brazil,Summer
57,5.59,Dark Red,Tomatoaster,Spain,Fall
115,4.32,Red,Tomatooryx,Spain,Fall
76,5.58,Red,Obeliskmato,India,Spring
125,5.72,Red,Obeliskmato,China,Summer
100,5.65,Dark Red,Tomatoaster,Turkey,Spring
73,4.60,Red,Tomatoaster,China,Fall
198,8.12,Dark Red,Obeliskmato,Spain,Winter
217,6.48,Red,Tomatoaster,Turkey,Winter
57,6.87,Red,Tomatoaster,Turkey,Summer
183,5.71,Dark Red,Tomatooryx,India,Summer
72,5.89,Red,Tomatoaster,India,Winter
105,6.54,Dark Red,Obeliskmato,Brazil,Fall
224,3.60,Red,Obeliskmato,India,Winter
74,5.71,Red,Tomatooryx,China,Summer
155,4.82,Red,Tomatoaster,India,Summer
53,3.46,Red,Tomatooryx,Turkey,Spring
144,9.93,Orange,Tomatooryx,Brazil,Summer
109,4.14,Dark Red,Obeliskmato,Brazil,Fall
167,6.45,Dark Red,Tomatoaster,USA,Winter
127,7.58,Orange,Tomatoaster,USA,Summer
130,7.40,Dark Red,Tomatosio,USA,Winter
131,8.70,Dark Red,Obeliskmato,Spain,Fall
159,3.99,Dark Red,Tomatosio,India,Winter
105,5.96,Dark Red,Tomatosio,Turkey,Spring
137,4.44,Dark Red,Obeliskmato,Turkey,Winter
103,7.87,Dark Red,Tomatoaster,Brazil,Fall
139,3.11,Orange,Tomatooryx,Spain,Winter
70,7.57,Dark Red,Tomatooryx,Brazil,Fall
103,7.14,Dark Red,Tomatooryx,Brazil,Summer
111,5.35,Red,Tomatosio,Turkey,Summer
140,8.55,Dark Red,Tomatoaster,USA,Winter
129,7.83,Orange,Tomatoaster,Brazil,Winter
70,4.08,Dark Red,Tomatooryx,Turkey,Summer
129,8.73,Orange,Tomatooryx,USA,Spring
201,3.69,Dark Red,Tomatoaster,Spain,Fall
82,8.81,Dark Red,Tomatooryx,India,Summer
83,5.99,Red,Tomatoaster,USA,Winter
67,5.69,Dark Red,Tomatosio,Turkey,Summer
77,3.51,Dark Red,Tomatosio,China,Fall
50,4.64,Dark Red,Tomatooryx,China,Summer
176,8.95,Red,Tomatoaster,Brazil,Fall
50,7.66,Orange,Tomatosio,USA,Fall
224,7.20,Orange,Tomatosio,Brazil,Fall
109,5.04,Orange,Tomatooryx,Turkey,Summer
64,5.37,Dark Red,Tomatooryx,China,Spring
201,8.86,Red,Tomatosio,India,Fall
113,6.44,Dark Red,Tomatoaster,Spain,Winter
71,3.95,Orange,Obeliskmato,China,Summer
184,6.35,Red,Tomatoaster,China,Fall
150,7.39,Orange,Tomatosio,Spain,Fall
103,6.69,Dark Red,Tomatosio,Spain,Winter
52,4.61,Red,Tomatosio,Turkey,Summer
141,5.31,Dark Red,Obeliskmato,China,Summer
128,4.28,Dark Red,Tomatooryx,Brazil,Summer
147,8.39,Dark Red,Tomatosio,China,Fall
118,3.20,Red,Obeliskmato,Brazil,Winter
198,6.56,Red,Tomatoaster,Brazil,Summer
139,5.55,Red,Obeliskmato,Turkey,Summer
180,7.69,Dark Red,Tomatoaster,Brazil,Winter
54,9.04,Dark Red,Obeliskmato,Turkey,Winter
142,5.07,Orange,Obeliskmato,India,Fall
114,6.48,Orange,Tomatosio,Turkey,Fall
109,9.13,Orange,Tomatosio,Brazil,Winter
67,6.91,Dark Red,Tomatosio,China,Summer
131,4.40,Orange,Tomatoaster,Spain,Fall
115,3.78,Red,Tomatosio,Brazil,Summer
123,8.53,Orange,Tomatoaster,Spain,Winter
147,8.25,Orange,Tomatosio,Brazil,Winter
146,6.01,Red,Tomatooryx,Spain,Summer
134,4.31,Red,Obeliskmato,China,Summer
229,5.09,Dark Red,Tomatooryx,China,Summer
136,3.01,Red,Tomatooryx,India,Summer
59,3.29,Dark Red,Tomatosio,China,Fall
117,6.31,Orange,Tomatosio,China,Winter
73,3.70,Red,Obeliskmato,Brazil,Spring
150,6.94,Dark Red,Tomatosio,Spain,Spring
105,6.51,Orange,Tomatooryx,Spain,Winter
168,5.67,Dark Red,Obeliskmato,Brazil,Spring
80,4.97,Red,Obeliskmato,India,Spring
92,5.89,Dark Red,Tomatosio,USA,Fall
138,7.42,Orange,Tomatosio,Spain,Fall
227,9.91,Orange,Tomatosio,Brazil,Fall
211,5.89,Orange,Tomatooryx,Brazil,Summer
188,5.08,Dark Red,Tomatoaster,USA,Winter
128,6.64,Dark Red,Tomatooryx,India,Spring
126,5.41,Dark Red,Obeliskmato,China,Summer
182,8.02,Orange,Tomatoaster,Brazil,Winter
50,3.25,Dark Red,Tomatooryx,Brazil,Summer
166,9.76,Dark Red,Obeliskmato,China,Spring
208,6.05,Orange,Tomatoaster,USA,Fall
86,5.29,Red,Obeliskmato,Spain,Fall
104,5.81,Orange,Obeliskmato,USA,Fall
125,4.37,Orange,Obeliskmato,Spain,Fall
84,5.00,Orange,Tomatoaster,USA,Fall
141,3.55,Red,Tomatooryx,USA,Fall
84,5.10,Red,Tomatooryx,Brazil,Summer
191,5.68,Dark Red,Tomatoaster,Spain,Fall
79,5.52,Dark Red,Tomatooryx,Spain,Fall
101,4.48,Red,Tomatooryx,Turkey,Winter
187,9.95,Red,Tomatosio,USA,Fall
138,6.00,Orange,Tomatooryx,China,Summer
190,6.00,Dark Red,Tomatoaster,China,Summer
143,8.72,Dark Red,Tomatosio,Brazil,Winter
135,6.69,Orange,Tomatosio,Brazil,Spring
200,6.72,Orange,Tomatoaster,USA,Spring
115,4.93,Dark Red,Tomatosio,China,Summer
116,6.19,Orange,Tomatoaster,USA,Winter
106,9.18,Red,Tomatooryx,China,Summer
200,4.31,Orange,Tomatosio,China,Winter
154,4.41,Orange,Tomatosio,Spain,Fall
140,8.23,Dark Red,Obeliskmato,Turkey,Fall
128,9.17,Orange,Tomatosio,USA,Winter
190,7.26,Orange,Tomatoaster,Turkey,Spring
225,10.00,Orange,Tomatosio,Turkey,Fall
152,4.62,Orange,Tomatoaster,Turkey,Winter
136,4.01,Red,Obeliskmato,Turkey,Summer
229,8.69,Orange,Tomatooryx,Brazil,Winter
145,5.95,Dark Red,Obeliskmato,Turkey,Spring
122,4.26,Orange,Tomatosio,Spain,Fall
210,9.76,Orange,Tomatosio,Spain,Fall
213,3.55,Dark Red,Tomatosio,Brazil,Winter
142,7.90,Orange,Obeliskmato,Turkey,Winter
220,7.37,Red,Tomatoaster,Spain,Winter
71,3.07,Dark Red,Tomatosio,Turkey,Winter
94,5.71,Red,Tomatooryx,India,Spring
173,4.32,Red,Tomatoaster,India,Fall
83,5.46,Red,Tomatooryx,China,Spring
148,8.02,Red,Tomatooryx,Spain,Winter
145,5.43,Dark Red,Obeliskmato,India,Spring
100,4.99,Red,Obeliskmato,China,Summer
215,8.40,Orange,Tomatoaster,China,Winter
136,7.96,Red,Obeliskmato,India,Spring
163,5.82,Dark Red,Tomatooryx,China,Summer
182,8.19,Orange,Tomatooryx,Spain,Summer
70,3.78,Dark Red,Obeliskmato,USA,Winter
126,5.55,Orange,Tomatoaster,Brazil,Fall
96,3.71,Orange,Tomatooryx,China,Fall
229,4.13,Red,Tomatoaster,Turkey,Winter
142,5.81,Orange,Obeliskmato,USA,Summer
139,9.21,Red,Obeliskmato,Spain,Summer
132,4.17,Dark Red,Obeliskmato,China,Summer
203,9.09,Red,Obeliskmato,Turkey,Spring
176,3.20,Dark Red,Tomatooryx,India,Spring
122,7.48,Red,Obeliskmato,Brazil,Spring
55,7.15,Orange,Tomatosio,Brazil,Winter
123,5.40,Red,Obeliskmato,China,Spring
193,3.95,Orange,Tomatooryx,Spain,Fall
124,5.22,Dark Red,Tomatoaster,Turkey,Summer
155,3.43,Red,Obeliskmato,Turkey,Winter
130,3.81,Dark Red,Obeliskmato,China,Spring
53,8.16,Orange,Tomatosio,Brazil,Fall
174,3.84,Orange,Obeliskmato,China,Fall
216,8.15,Orange,Tomatoaster,China,Winter
103,8.98,Red,Tomatoaster,Brazil,Fall
119,3.56,Red,Tomatooryx,China,Summer
104,4.64,Dark Red,Tomatooryx,China,Winter
143,8.81,Red,Tomatosio,Turkey,Spring
56,9.77,Dark Red,Tomatosio,USA,Fall
224,6.13,Dark Red,Tomatoaster,Brazil,Fall
101,9.77,Dark Red,Tomatooryx,USA,Winter
189,3.81,Dark Red,Tomatooryx,Turkey,Summer
128,9.85,Red,Obeliskmato,Turkey,Spring
139,4.42,Red,Obeliskmato,USA,Spring
221,9.56,Dark Red,Tomatosio,Spain,Winter
201,5.03,Orange,Tomatosio,USA,Fall
189,10.00,Orange,Tomatooryx,Brazil,Spring
179,8.55,Orange,Tomatosio,Spain,Summer
210,4.49,Dark Red,Obeliskmato,Turkey,Spring
67,4.18,Red,Obeliskmato,India,Fall
98,4.22,Red,Obeliskmato,China,Spring
131,7.83,Orange,Tomatosio,Spain,Spring
139,6.25,Dark Red,Tomatoaster,India,Winter
159,7.62,Dark Red,Tomatoaster,USA,Winter
134,5.87,Dark Red,Tomatosio,India,Winter
67,4.69,Red,Obeliskmato,Turkey,Winter
215,9.58,Dark Red,Tomatoaster,USA,Winter
103,5.77,Red,Tomatooryx,India,Fall
89,4.28,Dark Red,Tomatooryx,China,Summer
155,7.68,Red,Tomatoaster,Spain,Fall
74,7.47,Orange,Obeliskmato,Brazil,Spring
113,5.89,Orange,Tomatosio,Brazil,Winter
138,7.08,Orange,Tomatosio,China,Fall
154,5.15,Dark Red,Obeliskmato,USA,Fall
109,5.87,Red,Obeliskmato,USA,Winter
115,5.18,Red,Tomatooryx,India,Summer
185,6.69,Orange,Tomatoaster,India,Summer
62,8.48,Dark Red,Obeliskmato,Spain,Winter
113,4.08,Red,Tomatooryx,India,Spring
125,7.67,Orange,Tomatoaster,USA,Fall
220,5.29,Red,Tomatosio,Spain,Spring
205,8.47,Orange,Tomatoaster,Spain,Winter
54,4.77,Dark Red,Obeliskmato,Turkey,Fall
148,7.53,Orange,Tomatoaster,Spain,Fall
55,5.58,Red,Tomatosio,Brazil,Fall
133,4.87,Red,Obeliskmato,Spain,Fall
183,7.89,Red,Tomatoaster,Spain,Fall
147,5.18,Red,Tomatosio,Turkey,Summer
145,5.82,Orange,Tomatooryx,Turkey,Fall
195,3.18,Dark Red,Obeliskmato,Turkey,Spring
86,4.79,Dark Red,Tomatooryx,India,Spring
229,4.79,Red,Tomatooryx,India,Spring
51,8.73,Orange,Tomatosio,USA,Winter
149,6.13,Red,Tomatosio,China,Spring
167,5.72,Red,Obeliskmato,USA,Summer
80,7.67,Orange,Tomatoaster,Brazil,Winter
139,7.59,Red,Tomatoaster,Brazil,Summer
79,5.76,Dark Red,Tomatosio,USA,Fall
65,7.69,Red,Tomatooryx,India,Summer
184,6.90,Dark Red,Tomatoaster,Spain,Winter
109,5.69,Red,Obeliskmato,China,Spring
146,4.78,Dark Red,Tomatosio,China,Spring
118,9.26,Orange,Tomatosio,Spain,Summer
207,8.48,Dark Red,Tomatoaster,USA,Fall
106,4.23,Dark Red,Obeliskmato,USA,Summer
113,4.05,Dark Red,Tomatooryx,China,Fall
126,5.26,Dark Red,Tomatooryx,Brazil,Spring
83,9.34,Dark Red,Tomatoaster,USA,Spring
144,8.55,Orange,Tomatosio,Brazil,Fall
198,7.72,Orange,Tomatosio,Brazil,Winter
68,9.11,Red,Obeliskmato,Spain,Summer
102,5.28,Dark Red,Obeliskmato,China,Fall
118,8.08,Red,Tomatosio,Spain,Fall
97,3.91,Red,Tomatoaster,China,Summer
60,4.69,Red,Tomatoaster,India,Summer
140,7.75,Orange,Tomatosio,Turkey,Fall
169,5.16,Orange,Tomatoaster,Turkey,Winter
75,5.84,Dark Red,Obeliskmato,Turkey,Spring
104,4.76,Dark Red,Tomatoaster,China,Spring
152,5.68,Orange,Tomatosio,Turkey,Winter
110,7.22,Dark Red,Obeliskmato,Brazil,Spring
226,3.43,Red,Obeliskmato,China,Spring
195,6.80,Orange,Tomatoaster,USA,Winter
174,6.05,Dark Red,Tomatoaster,Brazil,Fall
205,6.37,Orange,Tomatooryx,Spain,Summer
60,4.15,Dark Red,Tomatoaster,Spain,Fall
103,5.62,Red,Obeliskmato,Turkey,Spring
80,5.94,Dark Red,Tomatoaster,China,Spring
218,4.71,Dark Red,Tomatosio,Turkey,Spring
116,7.28,Orange,Tomatoaster,USA,Fall
122,5.79,Red,Tomatooryx,Turkey,Spring
65,5.88,Orange,Tomatoaster,USA,Fall
157,8.35,Dark Red,Tomatooryx,USA,Winter
158,7.50,Red,Tomatosio,Spain,Summer
63,5.76,Red,Tomatooryx,India,Spring
144,8.35,Dark Red,Tomatosio,Turkey,Spring
146,4.35,Red,Tomatooryx,China,Summer
83,9.95,Orange,Tomatosio,Brazil,Winter
50,4.00,Dark Red,Tomatoaster,Spain,Spring
78,4.14,Red,Tomatooryx,India,Spring
99,5.31,Red,Tomatooryx,India,Summer
87,9.74,Orange,Obeliskmato,China,Winter
